university_name,country,degree_level,programs_offered,qs_ranking,min_gpa,min_gre,Ielts_requirement,tuition_fee,acceptance_rate,research_focus,scholarship_available,max_coverage_percent,research_weight,eca_weight,living_cost,total_cost_estimated,work_visa_available,agriculture,architecture,arts,arts_&_humanities,astronomy,biology,biotech,business,chemistry,cinema,computer_science,computing,design,economics,education,energy,engineering,environmental_science,environmental_studies,film_&_media,game_design,hotel_management,humanities,informatics,international_affairs,international_relations,journalism,law,life_sciences,management,marine_sciences,materials,materials_science,mathematics,medicine,meteorology,natural_sciences,physical_sciences,physics,politics,public_affairs,public_health,public_policy,robotics,sciences,social_sciences,theology,tourism,wind_energy,mechanical_engineering,electrical_engineering,civil_engineering,chemical_engineering,aerospace_engineering,biomedical_engineering,industrial_engineering
Kansas State University,United States,Graduate,"engineering, civil engineering, mechanical engineering, architecture",500,3.0,310.0,6.0,19000,85.0,"Nuclear, Biological, Architectural",1,50,3,3,9000,28000,1,0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1
West Virginia University,United States,Graduate,"engineering, mining engineering, aerospace engineering",500,3.0,310.0,6.0,21000,85.0,"Mining, Aerospace, Petroleum",1,50,3,3,9000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
New Mexico State University,United States,Graduate,"engineering, aerospace engineering, civil engineering",500,3.0,310.0,6.0,18000,78.0,"Aerospace, Chemical, Civil",1,50,3,3,10000,28000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
University of Tulsa,United States,Graduate,"engineering, petroleum engineering, chemical engineering",500,3.2,310.0,6.5,32000,60.0,"Petroleum, Chemical, Cybersecurity",1,75,4,3,10000,42000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0
Marquette University,United States,Graduate,"engineering, biomedical engineering, civil engineering",500,3.2,310.0,6.5,35000,68.0,"Biomedical, Electrical, Civil",1,50,3,3,12000,47000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
University of Akron,United States,Graduate,"engineering, chemical engineering, mechanical engineering",500,3.0,310.0,6.0,19000,80.0,"Polymer, Chemical, Corrosion",1,50,4,3,10000,29000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Binghamton University SUNY,United States,Graduate,"engineering, mechanical engineering, biomedical engineering",410,3.2,312.0,6.5,24000,42.0,"Biomedical, Electronics, Systems",1,50,4,3,12000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,1
Colorado School of Mines,United States,Graduate,"engineering, mining engineering, petroleum engineering",350,3.3,315.0,6.5,28000,50.0,"Mining, Petroleum, Metallurgy, Nuclear",1,50,5,3,12000,40000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
George Mason University,United States,Graduate,"engineering, electrical engineering, civil engineering",380,3.2,310.0,6.5,30000,55.0,"Cybersecurity, Systems, Bioengineering",1,50,3,3,15000,45000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
University of North Texas,United States,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,310.0,6.0,19000,73.0,"Materials, Mechanical, Energy",1,50,3,3,11000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,0
Florida International University,United States,Graduate,"engineering, civil engineering, biomedical engineering",410,3.1,310.0,6.5,20000,58.0,"Infrastructure, Biomedical, Construction",1,50,4,3,13000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,1
Wichita State University,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",500,3.0,310.0,6.0,16000,85.0,"Aerospace, Manufacturing, Composites",1,50,4,3,9000,25000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,1
University of Memphis,United States,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,310.0,6.0,18000,75.0,"Earthquake, Civil, Electrical",1,50,3,3,10000,28000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
Wright State University,United States,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,310.0,6.0,17000,85.0,"Aerospace, Human Factors, Renewable",1,50,3,3,10000,27000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,1
University of Texas El Paso,United States,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,310.0,6.0,15000,85.0,"Metallurgy, Civil, Environmental",1,50,3,3,9000,24000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,1
University of East Anglia,United Kingdom,Graduate,"engineering, environmental engineering",295,3.1,,6.0,20000,65.0,"Environmental, Energy, Computing",1,50,3,3,10000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0
University of Kent,United Kingdom,Graduate,"engineering, electronic engineering, mechanical engineering",450,3.1,,6.0,20000,68.0,"Electronic, Mechanical, Embedded Systems",1,50,3,3,10000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0
Northumbria University,United Kingdom,Graduate,"engineering, mechanical engineering, electrical engineering",400,3.0,,6.0,18000,72.0,"Mechanical, Electrical, Renewable",1,25,3,3,10000,28000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
City University of London,United Kingdom,Graduate,"engineering, aeronautics, civil engineering",328,3.2,,6.5,24000,55.0,"Aeronautics, Biomedical, Systems",1,50,4,3,15000,39000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,1,0
University of Huddersfield,United Kingdom,Graduate,"engineering, mechanical engineering, electronic engineering",500,3.0,,6.0,17000,75.0,"Precision Engineering, Computing, Energy",1,25,3,3,9000,26000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0
University of Hull,United Kingdom,Graduate,"engineering, mechanical engineering, chemical engineering",500,3.0,,6.0,17000,78.0,"Chemical, Energy, Marine",1,25,3,3,9000,26000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0
University of Plymouth,United Kingdom,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,,6.0,17000,75.0,"Marine, Civil, Coastal",1,25,3,3,10000,27000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Regina,Canada,Graduate,"engineering, petroleum engineering, industrial engineering",500,3.0,,6.5,13000,80.0,"Petroleum, Environmental, Industrial",1,50,3,3,9000,22000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,1
University of Sherbrooke,Canada,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.1,,6.5,14000,60.0,"Robotics, Clean Energy, Microsystems",1,50,4,3,10000,24000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1,1,0,0,0
University of Lethbridge,Canada,Graduate,"engineering, biosystems engineering",500,3.0,,6.5,12000,80.0,"Biosystems, Water, Alternative Energy",1,50,3,3,9000,21000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
Lakehead University,Canada,Graduate,"engineering, civil engineering, electrical engineering",500,3.0,,6.5,14000,78.0,"Civil, Electrical, Software",1,50,3,3,9000,23000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Ecole de Technologie Superieure,Canada,Graduate,"engineering, mechanical engineering, electrical engineering, aerospace engineering",480,3.1,,6.5,15000,55.0,"Manufacturing, Aerospace, Construction",1,50,4,4,12000,27000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,0,1
Flinders University,Australia,Graduate,"engineering, biomedical engineering, electronic engineering",382,3.0,,6.0,26000,72.0,"Defence, Biomedical, Robotics",1,50,3,3,11000,37000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1,0,0,1,0
University of Canberra,Australia,Graduate,"engineering, software engineering",500,3.0,,6.0,25000,75.0,"Environmental, Software, Network",1,25,3,3,13000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
Charles Darwin University,Australia,Graduate,"engineering, civil engineering, electrical engineering",500,3.0,,6.0,24000,80.0,"Civil, Environmental, Renewable",1,25,3,3,12000,36000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
James Cook University,Australia,Graduate,"engineering, civil engineering, electrical engineering",415,3.0,,6.0,27000,68.0,"Marine, Tropical, Environmental",1,50,3,3,11000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Murdoch University,Australia,Graduate,"engineering, electrical engineering",500,3.0,,6.0,25000,75.0,"Renewable Energy, IT, Environmental",1,25,3,3,11000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1
TU Clausthal,Germany,Graduate,"engineering, mining engineering, chemical engineering",500,3.0,,6.0,1500,70.0,"Mining, Materials, Recycling",1,50,4,3,8500,10000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0
TU Ilmenau,Germany,Graduate,"engineering, electrical engineering, mechanical engineering",500,3.0,,6.0,1500,68.0,"Precision, Mechatronics, Media",1,50,3,3,8000,9500,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,0
University of Paderborn,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.1,,6.0,2000,60.0,"Lightweight Design, Photonics, IT",1,50,4,3,9000,11000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0
Hamburg University of Technology,Germany,Graduate,"engineering, mechanical engineering, civil engineering",400,3.2,,6.0,2000,45.0,"Aviation, Maritime, Bioprocess",1,50,5,3,12000,14000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
TU Chemnitz,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,,6.0,1500,65.0,"Manufacturing, Materials, Smart Systems",1,50,4,3,8000,9500,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0
TU Bergakademie Freiberg,Germany,Graduate,"engineering, mining engineering, mechanical engineering",500,3.0,,6.0,1500,70.0,"Mining, Metallurgy, Geoscience",1,50,4,3,8000,9500,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0
TU Dortmund,Germany,Graduate,"engineering, chemical engineering, mechanical engineering",400,3.1,,6.0,2000,55.0,"Chemical, Industrial, Logistics",1,50,4,3,10000,12000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,1,0
University of Kassel,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,,6.0,1500,65.0,"Renewable Energy, Sustainable Engineering",1,50,3,3,9000,10500,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Wuppertal,Germany,Graduate,"engineering, civil engineering, architecture",500,3.0,,6.0,2000,62.0,"Civil, Safety, Architecture",1,50,3,3,9000,11000,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Augsburg,Germany,Graduate,"engineering, materials engineering",500,3.1,,6.0,2000,55.0,"Materials, Physics, Environmental",1,50,4,3,10000,12000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
University of Alabama,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",470,3.1,310.0,6.5,24000,80.0,"Aerospace, Mechanical Systems",1,50,4,3,10000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
University of Arkansas,United States,Graduate,"engineering, industrial engineering, civil engineering",490,3.1,308.0,6.5,22000,78.0,"Transportation, Industrial Systems",1,50,3,3,9000,31000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Mississippi State University,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",500,3.0,305.0,6.0,21000,82.0,"Aerospace, Computational Engineering",1,50,4,3,9000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
University of Wyoming,United States,Graduate,"engineering, petroleum engineering, chemical engineering",500,3.0,305.0,6.0,18000,95.0,"Energy, Petroleum, Environmental",1,50,3,3,10000,28000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
South Dakota School of Mines,United States,Graduate,"engineering, mining engineering, chemical engineering",500,3.0,305.0,6.0,16000,88.0,"Mining, Materials, Chemical",1,50,3,3,9000,25000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1
New Mexico State University,United States,Graduate,"engineering, electrical engineering, civil engineering",500,3.0,305.0,6.0,19000,85.0,"Electrical, Water Resources",1,50,3,3,10000,29000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1
University of Idaho,United States,Graduate,"engineering, electrical engineering, mechanical engineering",500,3.0,305.0,6.0,20000,80.0,"Environmental, Nuclear, Electrical",1,50,3,3,9000,29000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Montana State University,United States,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,305.0,6.0,21000,85.0,"Mechanical Systems, Optics",1,50,3,3,10000,31000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1
Louisiana State University,United States,Graduate,"engineering, petroleum engineering, chemical engineering",450,3.1,308.0,6.5,24000,74.0,"Petroleum, Chemical, Coastal Engineering",1,50,4,3,10000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Nevada Reno,United States,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,305.0,6.0,22000,85.0,"Earthquake Engineering, Mining",1,50,3,3,12000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Memphis,United States,Graduate,"engineering, biomedical engineering, civil engineering",500,3.0,305.0,6.0,20000,88.0,"Biomedical, Civil, Electrical",1,50,3,3,10000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
Boise State University,United States,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,305.0,6.0,21000,82.0,"Materials Science, Computing",1,50,3,3,11000,32000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of North Dakota,United States,Graduate,"engineering, aerospace engineering, chemical engineering",500,3.0,305.0,6.0,18000,85.0,"Aerospace, Chemical Engineering",1,50,3,3,9000,27000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
Wichita State University,United States,Graduate,"engineering, aerospace engineering, industrial engineering",500,3.0,305.0,6.0,18000,92.0,"Aerospace Manufacturing, Industrial",1,50,3,3,9000,27000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,1
Wright State University,United States,Graduate,"engineering, aerospace engineering, biomedical engineering",500,3.0,305.0,6.0,19000,95.0,"Aerospace, Biomedical Engineering",1,50,3,3,10000,29000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,1,1
University of Toledo,United States,Graduate,"engineering, chemical engineering, biomedical engineering",500,3.0,305.0,6.0,20000,90.0,"Solar Energy, Chemical, Biomedical",1,50,3,3,10000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
San Diego State University,United States,Graduate,"engineering, civil engineering, aerospace engineering",450,3.2,310.0,6.5,23000,38.0,"Structural, Aerospace, Environmental",1,50,4,3,15000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,1,0
Missouri University of Science and Technology,United States,Graduate,"engineering, civil engineering, mining engineering",470,3.1,310.0,6.5,24000,82.0,"Mining, Explosives, Civil Engineering",1,50,4,3,10000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
Stevens Institute of Technology,United States,Graduate,"engineering, systems engineering, mechanical engineering",400,3.3,315.0,6.5,42000,45.0,"Systems Engineering, AI, Maritime",1,50,4,4,16000,58000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Embry-Riddle Aeronautical University,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",500,3.1,310.0,6.5,36000,65.0,"Aerospace, Aviation, Mechanical",1,50,4,3,12000,48000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,0
Florida International University,United States,Graduate,"engineering, civil engineering, biomedical engineering",450,3.1,308.0,6.5,22000,58.0,"Civil, Biomedical, Environmental",1,50,4,3,14000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,1
University of Central Florida,United States,Graduate,"engineering, aerospace engineering, electrical engineering",440,3.2,310.0,6.5,23000,44.0,"Optics, Simulation, Aerospace",1,50,4,3,13000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,0,1
Wayne State University,United States,Graduate,"engineering, mechanical engineering, biomedical engineering",480,3.1,308.0,6.5,25000,75.0,"Automotive, Biomedical, Chemical",1,50,4,3,12000,37000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Alabama at Birmingham,United States,Graduate,"engineering, biomedical engineering, civil engineering",490,3.1,308.0,6.5,22000,82.0,"Biomedical, Materials, Civil",1,50,4,3,10000,32000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
West Virginia University,United States,Graduate,"engineering, mining engineering, aerospace engineering",500,3.0,305.0,6.0,22000,85.0,"Mining, Aerospace, Industrial",1,50,3,3,9000,31000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
University of Vermont,United States,Graduate,"engineering, biomedical engineering, civil engineering",490,3.2,310.0,6.5,35000,65.0,"Biomedical, Environmental, Sustainable Systems",1,50,3,3,13000,48000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
